question_age	question_sex	question_study	question_work	future_x	future_y	future_color	future_radius	past_x	past_y	past_color	past_radius	present_x	present_y	present_color	present_radius	summer_x	summer_y	summer_color	summer_width	summer_height	spring_x	spring_y	spring_color	spring_width	spring_height	winter_x	winter_y	winter_color	winter_width	winter_height	autum_x	autum_y	autum_color	autum_width	autum_height	morning_rotation	morning_angle	morning_color	night_rotation	night_angle	night_color	afternoon_rotation	afternoon_angle	afternoon_color	friday_x	friday_y	friday_width	friday_height	friday_color	monday_x	monday_y	monday_width	monday_height	monday_color	thursday_x	thursday_y	thursday_width	thursday_height	thursday_color	sunday_x	sunday_y	sunday_width	sunday_height	sunday_color	wednesday_x	wednesday_y	wednesday_width	wednesday_height	wednesday_color	tuesday_x	tuesday_y	tuesday_width	tuesday_height	tuesday_color	saturday_x	saturday_y	saturday_width	saturday_height	saturday_color	timeline_length	timeline_rotation	timeline_my_birth_pos	timeline_my_childhood_pos	timeline_my_youth_pos	timeline_today_pos	timeline_my_third_age_pos	timeline_year_1900_pos	timeline_year_2100_pos	timeline_wwii_pos	timeline_the_beatles_pos	questions_ending_represents_time	questions_ending_daynight	questions_ending_slider_size	questions_ending_slider_color	questions_ending_slider_position
27	1	1	1	576.83423233	257.724727631	6	206.646602631	196.163762032	128.836237968	1	64.1637620323	359.047687163	247.222980132	4	9.8265181686	407.972054521	379.361298666	1	726.153363546	81.5435857149	408.013642092	266.468563214	6	728.027284183	102.937126428	408.20831014	174.022813325	7	725.821547839	32.6722007576	408.931548084	85.1474651593	3	721.831844199	79.5081282338	-9.52856757705	56.442291813	6	185.361570914	169.953726241	7	31.1271406867	181.111655766	1	600	246.376200164	50	278.752400329	1	98	246.810810089	50	267.621620178	0	510	246.174804688	50	276.349609375	3	732	246.997110963	50	283.994221926	1	388	248.754892616	50	275.509785232	7	247	249.999965281	50	273.999930562	5	665	246.499448746	50	282.998897493	1	734.043595436	314.227271408	-0.13206914169	0.00613788339683	0.166284018859	0.138646655647	0.832777040308	-0.924131781944	0.866374161588	-0.583074713956	-0.444817725301	1	4	1	1	1
24	1	1	1	645.968980985	223.031019015	0	85.9689809848	134.2265625	236.7734375	0	92.2265625	394.103451729	232.896548271	0	88.1034517288	91	99	5	100	100	654.7034039	371.585373181	6	231.4068078	168.829253638	390.653244019	309.62020874	0	51.3064880371	34.7595825195	234.583007812	214.960449219	4	63.166015625	58.0791015625	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
28	0	1	1	603	239	0	70	167	265	0	70	384.433304364	242.566695636	0	147.433304364	125	206	5	100	100	494	208	3	100	100	361	208	7	100	100	242	210	1	100	100	281.75654803	174.116343886	6	200.399985639	81.600014361	5	96.0885394197	103.959864168	4	411	207.682830601	50	208.634338798	6	175	280.885742188	50	68.228515625	0	349	228.086392282	50	165.827215436	0	535	234.116200604	50	153.767598792	6	288	249.865547982	50	126.268904037	0	231	264	50	100	0	475	192.163125165	50	237.673749671	6	390.005128171	0.293821934651	-0.26143380992	-0.225771773028	-0.189703064226	-0.189643927943	0.010325526149	-0.923072809872	0.553851548135	-0.651285355403	-0.543031825844	1	0	6	6	6
24	0	1	1	566.934763197	259.419607278	0	92.5803927221	266.613126497	262.484395363	0	78.5156046366	413.845124897	260.845124897	0	107.123575512	474.938253368	256.43298235	1	135.876506735	212.948013465	345.847448632	303.723855795	6	221.119647364	118.692950375	302.997640428	193.565902593	7	135.995280857	207.131805187	431.652830279	145.25051376	4	229.555630002	109.76459748	7.69520105947	82.1307704919	1	240.01546472	127.85558524	0	134.923010967	74.2799215397	6	448	266	50	100	6	220	266	50	100	0	391	266	50	100	6	163	266	50	100	2	333	266	50	100	4	276	266	50	100	4	506	267	50	100	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
24	1	1	1	508	238	1	70	282	245	3	70	400.998839286	240.998839286	6	75.0011607136	648.234761724	240.420834725	5	188.469523448	190.84166945	475.891995313	245.970082429	3	263.351252491	236.861775346	319.782547913	239.813477297	7	184.434904173	158.373045407	170.862712226	247.379295364	1	169.725424452	202.758590729	146.563140087	133.729945574	1	10.4447684594	135.741884713	0	280	90.598013788	5	535	99	50	100	3	88	299	50	100	0	447	173	50	100	7	687	233	50	100	7	359	216	50	100	5	247	265	50	100	0	618	77	50	100	1	461.111700133	356.020617547	0.218434383178	0.281614439799	0.352502884338	0.423658508415	0.655801550194	-0.922673716414	0.743566456359	-0.56345924597	-0.488459108465	-10	-10	-10	-10	-10
20	1	1	1	560.561404169	216.561404169	0	97.5614041686	109.892974854	164.892974854	0	29.8929748535	311	201	0	70	366	74	1	100	100	444	151	5	100	100	365	234	7	100	100	304	154	2	100	100	118.635155473	113.748100691	1	232.782037751	49.3379463759	0	279.298115466	203.701884534	6	412	143	50	100	6	85	124.6875	50	152.375	0	332	144	50	100	7	582	139.3125	50	115.375	3	247	122.400390625	50	145.19921875	2	166	144	50	100	2	496	145	50	100	6	498.577977853	320.370994696	0.0356974351345	0.0736641988421	0.128828762374	0.16662613509	0.54451145447	-0.8892366358	0.845370434274	-0.581178378505	-0.392042075405	1	1	3	7	0
31	0	1	1	637	233	6	70	177	229	0	70	406	228	5	70	146	235	1	100	100	508.981584833	236.695805909	6	103.081347851	102.608388181	386.257623007	235.211208501	7	110.515246014	101.577582997	264	235	2	100	100	88.9865739592	156.460386656	7	158.868636005	278.611428465	0	253	202.566333609	1	428	175.111618042	50	165.776763916	2	168	208	50	100	0	365	188.106121719	50	141.787756562	5	560	172.170043945	50	163.659912109	7	298	194.308334351	50	127.383331299	1	233	201.798679699	50	112.402640602	4	495	166.954013288	50	178.091973424	3	200	0	-0.16	-0.06	0.14	0.58	0.9	-0.9	1	-0.67	-0.36	0	2	5	5	1
29	1	1	1	678	95	0	70	134.203117243	415.796882757	0	34.7968827567	376	256	0	70	148	222	5	100	100	473	221	6	100	100	364	220	7	100	100	256	221	2	100	100	270.84219908	61.7608338634	7	111.293968231	159.688767663	0	332.462981753	139.874601571	6	468	205.558138475	50	136.88372305	5	253	206.675741315	50	140.64851737	5	414	207.001361474	50	139.997277051	5	197	206.363739014	50	139.272521973	3	361	208.014995575	50	141.97000885	5	307	206.876732094	50	140.246535812	5	141	206.683322906	50	138.633354187	3	200	0	-0.19	-0.03	0.45	0.26	0.74	-1.0	1	-0.73	-0.48	-10	-10	-10	-10	-10
32	0	1	1	533	207	7	70	254	208	0	70	394	208	5	70	227	146	5	100	100	545	148	6	100	100	439	147	4	100	100	333	147	2	100	100	53.9051532665	114.264554474	0	167.357060802	132.176094835	6	299.683310875	114.656085665	5	312	153	50	100	3	94	153	50	100	0	259	152	50	100	7	417	153	50	100	4	206	153	50	100	6	150	153	50	100	1	364	154	50	100	5	526	0	0.479087452471	0.505703422053	0.589353612167	0.61216730038	0.74144486692	-0.6463878327	0.832699619772	-0.133079847909	-0.00760456273764	0	1	1	5	1
30	0	1	1	575.899449311	263.24623233	1	169.65034648	206.097779164	259.851872546	5	171.674987102	391.407555501	263.566027446	0	13.87659001	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
20	0	1	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
37	1	1	1	676.2109375	213.7890625	5	77.7890625	117.778076172	258.221923828	4	34.7780761719	387.172363281	210.172363281	6	106.827636719	617.143554688	324.429931641	1	173.712890625	157.140136719	386.581054688	226.940429688	5	148.837890625	152.119140625	559.569335938	129.203964233	4	98.861328125	94.4079284668	310.354492188	131.367919922	2	149.208984375	154.514160156	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
34	1	1	1	658.23462431	173.76537569	4	105.23462431	324.997018351	267.997018351	3	101.002981649	500.262137008	247.737862992	6	92.7378629917	206.091118799	155.126194268	5	351.792746289	202.302757521	568.015358662	368.98853786	6	354.525512563	206.738924446	567.114673808	155.855515128	7	352.238339132	201.711030256	204.94832593	367.066171023	1	353.89665186	202.518709487	-10	-10	-10	-10	-10	-10	-10	-10	-10	337	209.499537067	50	185.000925865	3	66	255.500009719	50	98.9999805622	0	266	229.143996954	50	147.712006092	7	468	218.004281648	50	171.991436705	1	205	233.524612427	50	132.950775146	4	139	239.496099472	50	117.007801056	2	403	197.503906253	50	210.992187493	3	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
30	1	1	1	673	222	6	70	119	211	7	70	382	217	3	70	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
44	0	1	1	647	169	3	70	455	330	1	70	489.153900146	218.153900146	5	36.8460998535	210	144	5	100	100	136	144	3	100	100	274	144	7	100	100	337	144	1	100	100	27	34	7	163	31	2	158	35	5	110	115	50	100	0	590	395	50	100	5	201	239	50	100	0	336	110	50	100	0	265	107	50	100	0	123	234	50	100	0	183	114	50	100	0	695.885047978	45.9315565981	-0.065937683403	-0.830437564288	0.62383141193	-0.876416370419	0.911235201652	-0.770076968222	-0.304482828872	0.528988161322	0.181229575758	0	0	5	6	5
24	0	1	1	271	190	0	70	150	187	0	70	209	186	0	70	438	185	1	100	100	337	185	6	100	100	237	185	4	100	100	137	185	2	100	100	115.451230184	76.3602467514	1	314.313036856	160.608072007	0	191.921044855	122.43015239	2	394	190	50	100	0	147	190	50	100	0	333	190	50	100	0	84	190	50	100	0	272	190	50	100	0	210	189	50	100	0	455	190	50	100	0	266	0	-0.481203007519	-0.375939849624	-0.270676691729	-0.225563909774	0.93984962406	-1	1	-0.84962406015	-0.706766917293	2	4	6	7	5
21	0	1	1	582	150	6	70	184	146	7	70	386	147	4	70	217	114	5	100	100	535	113	6	100	100	429	114	7	100	100	323	114	1	100	100	86.2918231183	91.3032328977	1	178	112.351162829	7	290.59567483	155.40432517	6	489	193.281510004	50	99.4369799926	0	225	195.173067572	50	97.6538648569	0	418	193	50	100	0	615	195	50	100	0	353	193	50	100	0	287	194	50	100	0	554	195	50	100	0	616.623061521	315.525634606	-0.0510492277517	-0.00928784935367	0.0930784546012	0.136761487965	0.656914381513	-0.0739732452543	0.872587467762	-0.361473487864	-0.325357700742	-10	-10	-10	-10	-10
24	1	1	1	642.50465972	256.49534028	5	83.5046597198	122.990164757	266.009835243	6	61.9901647568	378	260	7	70	448.320368005	184.197947029	5	172.64073601	167.604105942	636.04779446	195.418978454	6	154.095588921	141.162043093	114.328611472	216.108337328	1	123.397579389	107.783325344	271.358365774	205.204681396	2	130.716731548	129.590637207	114.436960251	107.686388235	5	19.7628670777	94.7805673795	7	221.801883382	157.619214622	6	492	272	50	100	1	114	276	50	100	5	402	273	50	100	5	667	272	50	100	5	306	273	50	100	1	216	274	50	100	5	579	271	50	100	5	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
37	0	1	1	672	237	7	70	91	239	4	70	405	239	6	70	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
20	1	1	1	598.471885561	349.528114439	3	65.5281144385	143.789745472	109.789745472	7	30.7897454724	353.282757998	211.282757998	5	92.2827579975	517.129884972	331.505861609	5	196.259769944	187.011723217	316.943612073	329.792930375	3	180.442853979	187.585860749	519.518589574	140.992273271	7	189.037179148	177.984546541	328.127998705	140.553442457	2	186.35359161	176.579789059	203.658687974	39.3169369624	7	55.7525905425	148.029494771	0	242.271511634	213.85610856	3	448	205.359301188	50	68.7186023751	3	90	196.264810443	50	64.5296208858	2	348	201.99609375	50	67.9921875	7	626	203.804432333	50	66.391135335	4	256	199.564804047	50	63.1296080947	6	170	196.251572474	50	64.5031449489	1	544	204.992604717	50	77.9852094334	5	473.729880839	341.029592192	-0.436977528642	-0.239577783604	-0.0346946078297	0.197616123555	0.677982369212	-0.698804133548	1.0	-1	-0.923443591567	-10	-10	-10	-10	-10
36	0	1	1	682.277292252	130.722707748	1	86.7227077484	124.710276127	378.289723873	7	76.7102761269	393.691101902	255.308898098	6	140.458237656	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
47	1	1	1	562	152	7	70	350	141	6	70	432.64453125	126.35546875	3	95.64453125	388.40914917	88.0130004883	1	166.81829834	147.973999023	181.55078125	113.77734375	6	193.1015625	155.5546875	562.457332611	309.356372833	7	126.914665222	137.287254333	373	293	2	100	100	310	135.816869441	7	240	72.4168695804	4	59	183.54481981	3	171	143.862548828	50	194.274902344	5	709	195	50	100	0	324	188	50	100	3	257	168.22265625	50	143.5546875	6	411	224	50	100	0	527	227	50	100	2	79	223.59375	50	201.1875	3	518.034747869	-0.663628000013	-0.350939497746	-0.297498694591	-0.161791399957	0.293865753733	0.610143407632	-1	0.818656434782	-0.61771831893	-0.401571680341	0	1	5	3	5
21	0	1	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
21	0	1	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
21	0	1	1	568	110	3	70	209	178	4	70	301	334	5	70	732	400	1	100	100	546	307	6	100	100	655	109	7	100	100	209	151	2	100	100	149	96.187892536	1	244.101057035	215.898942965	0	100.302982999	107.697017001	2	363	340	50	100	3	299	305	50	100	0	476	325	50	100	6	685	226	50	100	5	244	69	50	100	4	351	149	50	100	0	202	230	50	100	6	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
40	0	1	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
20	0	1	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
27	0	1	1	581	207	0	70	190	202	0	70	384	204	0	70	560	141	7	100	100	471	141	1	100	100	382	142	4	100	100	294	141	6	100	100	269.444113145	153.555886855	1	63.2178708637	121.115818675	7	184.674502997	84.5722412891	4	353	79	50	100	7	61	76	50	100	0	293	79	50	100	1	119	76.5224880423	50	102.955023915	0	233	79	50	100	0	176	76	50	100	0	412	80	50	100	7	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
23	0	1	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
38	0	1	1	536.970716832	255.029283168	0	147.970716832	222.150201495	256.150201495	1	33.8497985053	326.503004497	255.503004497	6	81.1766830031	609.714652149	257.523413805	1	143.429304297	237.04682761	481.531066909	257.003907743	6	164.937866181	235.992184514	341.333068376	257.121459053	0	143.513304722	237.741941543	223.531094428	256.922050353	2	132.937811144	239.844100706	268.666377968	104.603876042	1	108.65681176	159.718848059	7	14.4124043171	94.5925360347	6	271	144	50	100	6	62	144	50	100	4	219	144	50	100	1	377	145	50	100	2	166	144	50	100	3	114	144	50	100	4	324	145	50	100	7	534.014981063	-0.429173842202	-0.177196536279	-0.108639238824	-0.0418059020136	0.202257277271	0.498302909909	-0.917258267624	0.887031998291	-0.535790766251	-0.240180011641	-10	-10	-10	-10	-10
24	0	1	1	624.617675128	189.382324872	6	143.617675128	99.1790149212	280.820985079	3	57.1790149212	331.536901234	246.293543102	7	92.7064568979	140	247	5	100	100	550	247	6	100	100	414	247	7	100	100	277	246	2	100	100	-10	-10	-10	-10	-10	-10	-10	-10	-10	532	121	50	100	3	199	121	50	100	1	446	121	50	100	6	688	119	50	100	2	367	120	50	100	7	281	122	50	100	5	608	120	50	100	4	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
28	1	1	1	238	265	0	70	519	264	0	70	380	263	0	70	568.416230337	362.060092056	6	374.945741924	237.174922805	560.18332239	126.656832135	3	371.384476806	231.839352904	194.263514012	126.602496026	7	351.100688755	231.348471281	183.772923442	362.603550419	2	343.180258218	231.914480418	198.377902628	144.512778319	1	69.5287199565	134.838068887	0	335.13169171	102.437957708	6	622	368.027997494	50	237.748936653	0	342	342.314050239	50	293.260170855	0	554	321.341630697	50	336.433261395	0	279	389.84424751	50	199.017369292	0	481	308.381505966	50	362.763011932	0	416	321.407307535	50	341.220865071	0	687	382.180076599	50	205.639846802	0	552.014492563	0.415179541145	0.53357361031	0.377486578158	0.235889635555	0.0727823308439	-0.119182352711	1	-0.401916513521	0.844641409453	0.677587692311	1	3	4	6	5
66	1	1	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
24	1	1	1	409	247	3	70	409.063059092	248.395925283	5	170.063059092	408.079154263	245.920845737	7	116.079154263	300.996065358	174.74313922	1	157.992130716	151.48627844	293.660346047	394.348522274	3	149.320692093	150.697044548	540.561870634	390.943463775	7	141.123741267	148.113072449	537.744352585	172.507632588	2	158.418203806	154.048193712	-4.58503737807	57.7804019284	1	173.489035603	184.547811259	7	50.2057121944	124.674843511	3	451	240.9032009	50	440.1935982	6	214	363.389239512	50	191.221520977	6	393	271.640702845	50	378.71859431	6	152	336.249683348	50	245.500633303	6	333	300.553588418	50	318.892823164	6	274	338.477670986	50	245.044658029	6	90	254.146382666	50	409.707234668	6	528.003787865	359.78297157	-0.280370177015	-0.185724457323	0.189464183924	0.295533241032	0.674083049283	-1	1.0	-0.700375021626	-0.462070587147	0	4	4	7	2
26	1	1	1	344.993374018	331.628555206	6	108.422226044	397.760006201	146.239993799	3	45.7600062007	550.208248382	170.208248382	5	91.3554196412	136.669890996	134.265422942	1	167.339781991	156.530845885	578.38236618	134.383300304	6	162.764732361	155.366660118	434.114094472	133.782287104	7	164.228188943	153.100443875	287.748936056	134.081133731	3	171.497872111	154.147033469	243.003309877	112.069641173	1	-5.03232112188	113.736129662	3	108.499748666	134.026356644	6	504	234.900820732	50	252.198358536	5	70	307	50	100	4	391	252.399644494	50	215.200711012	1	742	202.283731222	50	323.432537556	6	283	274.524108887	50	170.951782227	7	169	287.182403564	50	137.635192871	2	617	218.22052002	50	287.558959961	3	622.279679887	315.520856375	-0.538487146823	-0.419907353298	0.143045420751	0.140588585921	0.761220639498	-0.517288806157	0.876969532755	-0.7180247915	-0.45656337848	0	1	7	0	7
25	0	1	1	465.017988682	159.982011318	3	37.0179886818	238.743995667	197.256004333	7	56.7439956665	344	186	6	70	578.907836914	317.737552166	5	103.815673828	101.475104332	458.835125566	210.509410381	6	147.670251131	148.981179237	336.619934262	289.451496291	4	57.2398685233	57.0970074175	213	243	2	100	100	12.7634739271	29.9500675848	2	70.6065325062	129.393467494	3	202.013929713	125.2610658	6	120	127	50	100	0	343	314	50	100	0	238	112	50	100	0	104	372	50	100	0	425	412	50	100	0	486	268	50	100	0	207	411	50	100	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
19	0	1	1	619.116107159	318.045929737	5	170.116107159	225.371557429	211.628442571	1	137.371557429	414.703181543	265.296818457	6	189.218266211	329.257735066	275.995345927	1	176.515470132	222.009308146	492.420750676	340.239044007	6	212.841501352	124.478088015	554.749971378	262.138235509	3	177.499942755	128.276471019	461.291638924	167.877649894	2	228.583277848	87.7552997886	346.962395782	95.1548730216	7	200.281326858	146.317503381	3	62.2478192536	159.914410028	1	473	265.666175842	50	188.570846558	6	145	178	50	100	2	335	281.07014817	50	163.85970366	2	271	187.018559426	50	161.962881148	3	546	216.25088501	50	167.49822998	1	204	258.707058693	50	138.178139021	1	401	228.261997342	50	203.476005316	7	392.229524641	327.282327581	0.13301665238	0.175019557253	0.36548883865	0.335487888329	0.576406827483	-0.803819958624	0.658975860291	-0.50338832877	-0.384536787524	-10	-10	-10	-10	-10
41	0	1	1	403.298987714	265.298987714	4	109.298987714	564.390625	185.609375	7	46.390625	492	220	6	70	207	174	1	100	100	495.047602967	171.848276615	5	130.095205935	50.3034467697	378.657502842	168.80553557	0	35.3150056839	166.656138171	308.642731116	172.593018933	2	59.2854622323	55.1860378662	319.045417642	62.9545823585	7	95.0568298727	241.165841103	0	21.8892756466	73.3540002825	3	318	440	50	100	7	42	481.478595167	50	15.7116099	4	249	455.588495731	50	66.8230085373	2	456	440	50	100	1	178	470.249020671	50	37.5019586575	2	107	471.486628969	50	37.0267420622	4	388	398.697743399	50	182.171155895	6	643.593039117	313.866824661	-0.198551708935	-0.303322199077	-0.00435078404566	0.156286485987	0.558198790455	-1.0	1	-0.523326219424	-0.397134263452	0	4	5	0	3
20	0	1	1	631.43744278	331.43744278	6	158.56255722	154.912610041	74.9126100414	0	46.0873899586	336.730356695	183.730356695	4	111.269643305	402.653044155	415.73429167	1	765.30608831	119.46858334	402.249735028	291.290340233	5	771.678202432	103.849478941	402.613498182	174.547896404	4	772.503213803	103.595771983	401.531274798	60.0362048041	2	772.347301078	98.0724102767	184.323432877	71.2287752402	0	246.388975977	167.62164277	0	43.9037412734	150.120655542	0	324	298.140156704	50	380.155054008	0	36	439.625	50	100	0	245	329.816419177	50	315.632838354	0	481	329.085918874	50	322.171837749	0	164	378.437199562	50	222.874399125	0	97	412.874092577	50	153.748185153	0	399	266.308547246	50	450.617094491	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
56	0	1	1	692	101	0	70	649.000015259	307	0	70	281.999969482	126.000030518	6	70	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
45	0	1	1	350	189	0	70	107	189	1	70	228	188	6	70	256	130	5	100	100	169	208	6	100	100	257	288	2	100	100	346	205	4	100	100	270.603577924	62	1	108.450382355	160.425761273	7	334.480617107	132.758804899	6	496	130	50	100	5	176	123	50	100	7	416	128	50	100	4	91	125	50	100	1	338	126	50	100	3	257	121	50	100	0	574	132	50	100	6	694.38029926	-45.116691854	0.044801893857	0.109649424254	0.171131138611	0.230885504321	0.818813043013	-1.0	0.909113270118	-0.23912443589	-0.0519610249957	-10	-10	-10	-10	-10
